"Bore ID","Date","Variable","Result (m)","Quality Code","Agency"
"GW403746.3.3",2009-04-22 00:00:00.0,"RSWL (mAHD)",75.48,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-22 00:00:00.0,"SWL",30.78,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-23 00:00:00.0,"DTW",29.78,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-23 00:00:00.0,"RSWL (mAHD)",75.48,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-23 00:00:00.0,"SWL",30.78,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-24 00:00:00.0,"DTW",29.75,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-24 00:00:00.0,"RSWL (mAHD)",75.51,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-24 00:00:00.0,"SWL",30.75,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-25 00:00:00.0,"DTW",29.76,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-25 00:00:00.0,"RSWL (mAHD)",75.50,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-25 00:00:00.0,"SWL",30.76,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-26 00:00:00.0,"DTW",29.79,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-26 00:00:00.0,"RSWL (mAHD)",75.47,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-26 00:00:00.0,"SWL",30.79,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-27 00:00:00.0,"DTW",29.81,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-27 00:00:00.0,"RSWL (mAHD)",75.45,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-27 00:00:00.0,"SWL",30.81,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-28 00:00:00.0,"DTW",29.83,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-28 00:00:00.0,"RSWL (mAHD)",75.43,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-28 00:00:00.0,"SWL",30.83,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-29 00:00:00.0,"DTW",29.84,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-29 00:00:00.0,"RSWL (mAHD)",75.42,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-29 00:00:00.0,"SWL",30.84,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-30 00:00:00.0,"DTW",29.85,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-30 00:00:00.0,"RSWL (mAHD)",75.41,"quality-B","WaterNSW"
"GW403746.3.3",2009-04-30 00:00:00.0,"SWL",30.85,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-01 00:00:00.0,"DTW",29.86,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-01 00:00:00.0,"RSWL (mAHD)",75.40,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-01 00:00:00.0,"SWL",30.86,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-02 00:00:00.0,"DTW",29.87,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-02 00:00:00.0,"RSWL (mAHD)",75.39,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-02 00:00:00.0,"SWL",30.87,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-03 00:00:00.0,"DTW",29.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-03 00:00:00.0,"RSWL (mAHD)",75.38,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-03 00:00:00.0,"SWL",30.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-04 00:00:00.0,"DTW",29.89,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-04 00:00:00.0,"RSWL (mAHD)",75.37,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-04 00:00:00.0,"SWL",30.89,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-05 00:00:00.0,"DTW",29.90,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-05 00:00:00.0,"RSWL (mAHD)",75.36,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-05 00:00:00.0,"SWL",30.90,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-06 00:00:00.0,"DTW",29.90,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-06 00:00:00.0,"RSWL (mAHD)",75.36,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-06 00:00:00.0,"SWL",30.90,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-07 00:00:00.0,"DTW",29.90,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-07 00:00:00.0,"RSWL (mAHD)",75.36,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-07 00:00:00.0,"SWL",30.90,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-08 00:00:00.0,"DTW",29.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-08 00:00:00.0,"RSWL (mAHD)",75.35,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-08 00:00:00.0,"SWL",30.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-09 00:00:00.0,"DTW",29.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-09 00:00:00.0,"RSWL (mAHD)",75.35,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-09 00:00:00.0,"SWL",30.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-10 00:00:00.0,"DTW",29.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-10 00:00:00.0,"RSWL (mAHD)",75.35,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-10 00:00:00.0,"SWL",30.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-11 00:00:00.0,"DTW",29.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-11 00:00:00.0,"RSWL (mAHD)",75.35,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-11 00:00:00.0,"SWL",30.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-12 00:00:00.0,"DTW",29.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-12 00:00:00.0,"RSWL (mAHD)",75.35,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-12 00:00:00.0,"SWL",30.91,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-13 00:00:00.0,"DTW",29.85,"quality-A","WaterNSW"
"GW403746.3.3",2009-05-13 00:00:00.0,"RSWL (mAHD)",75.41,"quality-A","WaterNSW"
"GW403746.3.3",2009-05-13 00:00:00.0,"SWL",30.85,"quality-A","WaterNSW"
"GW403746.3.3",2009-05-27 00:00:00.0,"DTW",29.87,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-27 00:00:00.0,"RSWL (mAHD)",75.39,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-27 00:00:00.0,"SWL",30.87,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-28 00:00:00.0,"DTW",29.87,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-28 00:00:00.0,"RSWL (mAHD)",75.39,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-28 00:00:00.0,"SWL",30.87,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-29 00:00:00.0,"DTW",29.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-29 00:00:00.0,"RSWL (mAHD)",75.38,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-29 00:00:00.0,"SWL",30.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-30 00:00:00.0,"DTW",29.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-30 00:00:00.0,"RSWL (mAHD)",75.38,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-30 00:00:00.0,"SWL",30.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-31 00:00:00.0,"DTW",29.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-31 00:00:00.0,"RSWL (mAHD)",75.38,"quality-B","WaterNSW"
"GW403746.3.3",2009-05-31 00:00:00.0,"SWL",30.88,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-01 00:00:00.0,"DTW",29.85,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-01 00:00:00.0,"RSWL (mAHD)",75.41,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-01 00:00:00.0,"SWL",30.85,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-02 00:00:00.0,"DTW",29.84,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-02 00:00:00.0,"RSWL (mAHD)",75.42,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-02 00:00:00.0,"SWL",30.84,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-03 00:00:00.0,"DTW",29.82,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-03 00:00:00.0,"RSWL (mAHD)",75.44,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-03 00:00:00.0,"SWL",30.82,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-04 00:00:00.0,"DTW",29.80,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-04 00:00:00.0,"RSWL (mAHD)",75.46,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-04 00:00:00.0,"SWL",30.80,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-05 00:00:00.0,"DTW",29.78,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-05 00:00:00.0,"RSWL (mAHD)",75.48,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-05 00:00:00.0,"SWL",30.78,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-06 00:00:00.0,"DTW",29.77,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-06 00:00:00.0,"RSWL (mAHD)",75.49,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-06 00:00:00.0,"SWL",30.77,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-07 00:00:00.0,"DTW",29.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-07 00:00:00.0,"RSWL (mAHD)",75.52,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-07 00:00:00.0,"SWL",30.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-08 00:00:00.0,"DTW",29.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-08 00:00:00.0,"RSWL (mAHD)",75.52,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-08 00:00:00.0,"SWL",30.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-09 00:00:00.0,"DTW",29.66,"quality-A","WaterNSW"
"GW403746.3.3",2009-06-09 00:00:00.0,"RSWL (mAHD)",75.60,"quality-A","WaterNSW"
"GW403746.3.3",2009-06-09 00:00:00.0,"SWL",30.66,"quality-A","WaterNSW"
"GW403746.3.3",2009-06-10 00:00:00.0,"DTW",29.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-10 00:00:00.0,"RSWL (mAHD)",75.52,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-10 00:00:00.0,"SWL",30.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-11 00:00:00.0,"DTW",29.75,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-11 00:00:00.0,"RSWL (mAHD)",75.51,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-11 00:00:00.0,"SWL",30.75,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-12 00:00:00.0,"DTW",29.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-12 00:00:00.0,"RSWL (mAHD)",75.52,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-12 00:00:00.0,"SWL",30.74,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-13 00:00:00.0,"DTW",29.71,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-13 00:00:00.0,"RSWL (mAHD)",75.55,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-13 00:00:00.0,"SWL",30.71,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-14 00:00:00.0,"DTW",29.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-14 00:00:00.0,"RSWL (mAHD)",75.57,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-14 00:00:00.0,"SWL",30.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-15 00:00:00.0,"DTW",29.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-15 00:00:00.0,"RSWL (mAHD)",75.57,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-15 00:00:00.0,"SWL",30.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-16 00:00:00.0,"DTW",29.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-16 00:00:00.0,"RSWL (mAHD)",75.57,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-16 00:00:00.0,"SWL",30.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-17 00:00:00.0,"DTW",29.70,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-17 00:00:00.0,"RSWL (mAHD)",75.56,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-17 00:00:00.0,"SWL",30.70,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-18 00:00:00.0,"DTW",29.69,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-18 00:00:00.0,"RSWL (mAHD)",75.57,"quality-B","WaterNSW"
"GW403746.3.3",2009-06-18 00:00:00.0,"SWL",30.69,"quality-B","WaterNSW"
