latitude,longitude,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,vp,vp_source,vp_deficit,vp_deficit_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,mslp,mslp_source,metadata
 -32.5500, 150.0000,2005-12-25,    0.0,25, 27.2,25, 10.4,25,  9.0,25, 19.1,26,  8.5,25,  8.5,26,  8.5,25, 7.4,26, 32.3,25, 25.0,26, 71.4,26,  6.6,26,  8.3,26, 4.4,26, 9.9,26, 7.1,26,1011.5,25,""
 -32.5500, 150.0000,2005-12-26,    0.0,25, 30.8,25,  8.3,25,  9.1,25, 22.9,26,  8.4,25,  9.4,26,  8.4,25, 7.5,26, 32.5,25, 20.5,26, 83.2,26,  7.1,26,  9.2,26, 4.3,26,10.2,26, 7.3,26,1014.5,25,""
 -32.5500, 150.0000,2005-12-27,    0.0,25, 32.5,25, 12.8,25, 15.6,25, 21.3,26,  7.6,25,  8.4,26,  7.6,25, 7.1,26, 28.3,25, 31.9,26,100.0,26,  6.5,26,  8.1,26, 5.0,26, 8.8,26, 6.9,26,1016.3,25,""
 -32.5500, 150.0000,2005-12-28,    0.0,25, 35.2,25, 17.2,25, 20.5,25, 23.7,26,  7.9,25,  7.6,26,  7.9,25, 5.6,26, 19.7,25, 36.1,26,100.0,26,  5.6,26,  7.2,26, 3.4,26, 7.7,26, 5.5,26,1010.7,25,""
 -32.5500, 150.0000,2005-12-29,    0.0,25, 36.4,25, 15.8,25, 13.7,25, 31.9,26,  9.1,25, 10.7,26,  9.1,25, 8.3,26, 31.7,25, 22.6,26, 76.4,26,  8.0,26, 10.3,26, 4.3,26,11.8,26, 8.1,26,1014.4,25,""
 -32.5500, 150.0000,2005-12-30,    0.0,25, 36.8,25, 14.6,25, 15.3,25, 30.3,26,  9.0,25, 10.6,26,  9.0,25, 8.5,26, 32.1,25, 24.6,26, 92.1,26,  7.9,26, 10.1,26, 5.2,26,11.3,26, 8.2,26,1017.8,25,""
 -32.5500, 150.0000,2005-12-31,    0.0,25, 37.9,25, 17.1,25, 15.2,25, 34.3,26,  9.5,25, 11.0,26,  9.5,25, 8.3,26, 30.9,25, 23.1,26, 78.0,26,  8.1,26, 10.4,26, 4.3,26,12.0,26, 8.1,26,1019.1,25,""
 -32.5500, 150.0000,2006-01-01,    0.0,25, 37.3,25, 22.7,25, 12.5,25, 39.7,26, 13.1,25, 11.2,26, 13.1,25, 8.8,26, 32.0,25, 19.6,26, 45.3,26,  8.5,26, 11.1,26, 2.9,26,14.3,26, 8.6,26,1014.3,25,""
 -32.5500, 150.0000,2006-01-02,    0.0,25, 34.3,25, 19.1,25, 18.6,25, 25.1,26,  7.0,25,  8.0,26,  7.0,25, 6.5,26, 23.6,25, 34.4,26, 84.2,26,  6.3,26,  8.0,26, 3.6,26, 9.2,26, 6.4,26,1014.8,25,""
 -32.5500, 150.0000,2006-01-03,    0.0,25, 34.1,25, 15.5,25, 11.8,25, 29.3,26, 10.0,25,  9.8,26, 10.0,25, 7.9,26, 31.0,25, 22.1,26, 67.1,26,  7.6,26,  9.8,26, 3.7,26,11.6,26, 7.6,26,1010.5,25,""
 -32.5500, 150.0000,2006-01-04,    0.0,25, 26.4,25, 16.3,25, 16.4,25, 13.2,26,  7.0,25,  5.5,26,  7.0,25, 4.7,26, 18.6,25, 47.7,26, 88.5,26,  4.4,26,  5.4,26, 3.0,26, 6.2,26, 4.6,26,1013.3,25,""
 -32.5500, 150.0000,2006-01-05,    0.0,25, 24.0,25, 15.9,25, 16.8,25,  9.6,26,  4.8,25,  4.5,26,  4.8,25, 4.0,26, 15.9,25, 56.3,26, 93.0,26,  3.6,26,  4.4,26, 2.9,26, 4.9,26, 3.9,26,1012.8,25,""
 -32.5500, 150.0000,2006-01-06,    0.0,25, 31.8,25, 16.9,25, 19.6,25, 18.4,26,  8.1,25,  7.0,26,  8.1,25, 6.2,26, 23.3,25, 41.7,26,100.0,26,  5.6,26,  6.8,26, 4.5,26, 7.6,26, 6.1,26,1010.7,25,""
 -32.5500, 150.0000,2006-01-07,    6.9,25, 24.5,25, 16.1,25, 16.6,25, 10.5,26,  6.0,25,  5.2,26,  6.0,25, 4.8,26, 19.4,25, 54.0,26, 90.8,26,  4.2,26,  5.0,26, 3.6,26, 5.7,26, 4.7,26,1015.1,25,""
 -32.5500, 150.0000,2006-01-08,    0.0,25, 26.8,25, 15.2,25, 16.7,25, 13.0,26,  7.1,25,  6.1,26,  7.1,25, 5.5,26, 22.5,25, 47.4,26, 96.7,26,  4.8,26,  5.8,26, 4.2,26, 6.6,26, 5.4,26,1016.3,25,""
 -32.5500, 150.0000,2006-01-09,    0.1,25, 27.4,25, 14.8,25, 18.1,25, 12.2,26,  6.7,25,  5.6,26,  6.7,25, 5.1,26, 20.2,25, 49.6,26,100.0,26,  4.4,26,  5.3,26, 4.1,26, 5.8,26, 4.9,26,1014.8,25,""
 -32.5500, 150.0000,2006-01-10,    0.0,25, 33.5,25, 17.5,25, 21.0,25, 20.2,26,  7.6,25,  7.9,26,  7.6,25, 7.3,26, 26.9,25, 40.6,26,100.0,26,  6.3,26,  7.6,26, 5.7,26, 8.5,26, 7.1,26,1014.2,25,""
 -32.5500, 150.0000,2006-01-11,    0.0,25, 35.4,25, 20.6,25, 22.1,25, 24.6,26,  8.0,25,  8.2,26,  8.0,25, 7.3,26, 25.4,25, 38.4,26, 91.1,26,  6.5,26,  8.1,26, 4.9,26, 9.3,26, 7.1,26,1011.6,25,""
 -32.5500, 150.0000,2006-01-12,    6.5,25, 32.3,25, 19.3,25, 22.0,25, 18.2,26,  4.2,25,  5.6,26,  4.2,25, 4.4,26, 14.3,25, 45.5,26, 98.3,26,  4.3,26,  5.5,26, 2.6,26, 6.2,26, 4.4,26,1013.6,25,""
 -32.5500, 150.0000,2006-01-13,    6.3,25, 28.2,25, 20.3,25, 24.3,25,  9.8,26,  4.6,25,  4.4,26,  4.6,25, 4.6,26, 15.0,25, 63.6,26,100.0,26,  3.6,26,  4.2,26, 4.1,26, 4.9,26, 4.5,26,1013.9,25,""
 -32.5500, 150.0000,2006-01-14,    5.6,25, 34.1,25, 19.3,25, 22.3,25, 21.1,26,  7.0,25,  7.0,26,  7.0,25, 6.0,26, 20.8,25, 41.7,26, 99.7,26,  5.5,26,  6.9,26, 4.1,26, 7.7,26, 5.9,26,1014.3,25,""
 -32.5500, 150.0000,2006-01-15,    3.7,25, 27.2,25, 18.5,25, 20.3,25, 11.4,26,  7.2,25,  4.9,26,  7.2,25, 4.4,26, 16.2,25, 56.3,26, 95.4,26,  3.9,26,  4.7,26, 3.4,26, 5.4,26, 4.4,26,1016.0,25,""
 -32.5500, 150.0000,2006-01-16,    0.1,25, 30.3,25, 19.1,25, 21.6,25, 15.1,26,  5.6,25,  5.9,26,  5.6,25, 5.4,26, 19.6,25, 50.0,26, 97.7,26,  4.7,26,  5.8,26, 4.1,26, 6.6,26, 5.3,26,1016.1,25,""
 -32.5500, 150.0000,2006-01-17,    7.1,25, 27.9,25, 19.5,25, 22.2,25, 11.0,26,  1.9,25,  4.0,26,  1.9,25, 3.4,26, 10.9,25, 59.1,26, 98.0,26,  3.1,26,  3.8,26, 2.4,26, 4.4,26, 3.4,26,1010.9,25,""
 -32.5500, 150.0000,2006-01-18,    2.9,25, 22.8,25, 16.9,25, 18.6,25,  6.8,26,  3.1,25,  3.3,26,  3.1,25, 3.0,26, 10.4,25, 67.0,26, 96.7,26,  2.5,26,  3.1,26, 2.5,26, 3.5,26, 3.0,26,1013.3,25,""
 -32.5500, 150.0000,2006-01-19,   11.8,25, 20.8,25, 14.8,25, 15.4,25,  7.0,26,  4.0,25,  3.7,26,  4.0,25, 3.4,26, 12.5,25, 62.7,26, 91.5,26,  2.8,26,  3.4,26, 2.7,26, 4.1,26, 3.4,26,1019.3,25,""
 -32.5500, 150.0000,2006-01-20,    0.0,25, 27.4,25, 14.6,25, 17.1,25, 13.1,26,  4.8,25,  6.1,26,  4.8,25, 5.5,26, 22.6,25, 46.9,26,100.0,26,  4.8,26,  5.8,26, 4.4,26, 6.4,26, 5.4,26,1018.7,25,""
 -32.5500, 150.0000,2006-01-21,    0.0,25, 32.3,25, 14.4,25, 19.8,25, 17.6,26,  6.6,25,  7.8,26,  6.6,25, 7.3,26, 28.1,25, 40.9,26,100.0,26,  6.1,26,  7.3,26, 6.3,26, 7.9,26, 7.1,26,1014.9,25,""
 -32.5500, 150.0000,2006-01-22,    0.0,25, 34.7,25, 15.9,25, 17.4,25, 25.0,26,  7.7,25,  9.1,26,  7.7,25, 8.0,26, 30.4,25, 31.5,26, 96.4,26,  7.2,26,  8.9,26, 5.6,26,10.1,26, 7.8,26,1011.7,25,""
 -32.5500, 150.0000,2006-01-23,    0.0,25, 35.4,25, 17.7,25, 16.1,25, 28.8,26,  7.7,25,  9.0,26,  7.7,25, 7.1,26, 26.5,25, 28.0,26, 79.5,26,  6.9,26,  8.9,26, 3.5,26,10.3,26, 6.9,26,1009.4,25,""
 -32.5500, 150.0000,2006-01-24,    0.0,25, 36.0,25, 20.0,25, 17.7,25, 29.8,26,  6.7,25,  8.9,26,  6.7,25, 7.0,26, 25.2,25, 29.8,26, 75.7,26,  6.9,26,  8.8,26, 3.3,26,10.4,26, 6.9,26,1007.6,25,""
 -32.5500, 150.0000,2006-01-25,    0.4,25, 26.1,25, 16.9,25, 17.4,25, 12.1,26,  4.9,25,  5.4,26,  4.9,25, 4.8,26, 19.0,25, 51.5,26, 90.4,26,  4.3,26,  5.2,26, 3.4,26, 6.0,26, 4.7,26,1016.3,25,""
 -32.5500, 150.0000,2006-01-26,    0.0,25, 31.7,25, 17.7,25, 20.6,25, 17.6,26,  5.7,25,  7.0,26,  5.7,25, 6.3,26, 23.7,25, 44.1,26,100.0,26,  5.5,26,  6.7,26, 4.8,26, 7.6,26, 6.2,26,1016.1,25,""
 -32.5500, 150.0000,2006-01-27,    0.0,25, 34.1,25, 18.2,25, 22.4,25, 20.3,26,  7.1,25,  7.9,26,  7.1,25, 7.4,26, 26.9,25, 41.9,26,100.0,26,  6.3,26,  7.6,26, 6.0,26, 8.5,26, 7.2,26,1011.9,25,""
 -32.5500, 150.0000,2006-01-28,    0.0,25, 32.7,25, 19.1,25, 20.7,25, 20.1,26,  7.6,25,  7.4,26,  7.6,25, 6.7,26, 24.5,25, 41.8,26, 93.7,26,  5.9,26,  7.2,26, 4.7,26, 8.3,26, 6.5,26,1011.7,25,""
 -32.5500, 150.0000,2006-01-29,    0.0,25, 31.4,25, 15.3,25, 17.0,25, 19.4,26,  7.4,25,  8.2,26,  7.4,25, 7.7,26, 30.2,25, 37.0,26, 97.8,26,  6.5,26,  7.9,26, 5.9,26, 9.2,26, 7.5,26,1012.4,25,""
 -32.5500, 150.0000,2006-01-30,    0.0,25, 33.8,25, 15.0,25, 16.8,25, 23.5,26,  7.7,25,  8.9,26,  7.7,25, 7.8,26, 30.1,25, 31.9,26, 98.6,26,  6.9,26,  8.6,26, 5.5,26, 9.7,26, 7.6,26,1009.8,25,""
 -32.5500, 150.0000,2006-01-31,    0.0,25, 31.2,25, 19.0,25, 18.0,25, 20.1,26,  6.1,25,  7.4,26,  6.1,25, 6.6,26, 25.1,25, 39.6,26, 82.0,26,  6.0,26,  7.4,26, 4.2,26, 8.7,26, 6.5,26,1010.2,25,""
 -32.5500, 150.0000,2006-02-01,    0.0,25, 37.4,25, 17.9,25, 21.2,25, 27.8,26,  6.8,25,  8.7,26,  6.8,25, 7.7,26, 27.7,25, 33.1,26,100.0,26,  7.1,26,  8.8,26, 5.4,26, 9.8,26, 7.6,26,1009.1,25,""
 -32.5500, 150.0000,2006-02-02,    0.0,25, 40.5,25, 22.9,25, 19.3,25, 40.4,26,  9.2,25, 10.3,26,  9.2,25, 8.4,26, 28.4,25, 25.5,26, 69.1,26,  8.1,26, 10.4,26, 3.8,26,12.7,26, 8.2,26,1009.3,25,""
 -32.5500, 150.0000,2006-02-03,    0.0,25, 38.4,25, 21.6,25, 23.5,25, 30.3,26,  8.1,25,  8.6,26,  8.1,25, 7.6,26, 25.7,25, 34.7,26, 91.1,26,  7.0,26,  8.8,26, 4.8,26,10.2,26, 7.5,26,1012.8,25,""
 -32.5500, 150.0000,2006-02-04,    0.0,25, 30.2,25, 20.7,25, 22.2,25, 15.2,26,  6.2,25,  4.9,26,  6.2,25, 4.2,26, 13.8,25, 51.7,26, 91.0,26,  3.9,26,  5.0,26, 2.6,26, 5.8,26, 4.2,26,1013.5,25,""
 -32.5500, 150.0000,2006-02-05,    0.0,25, 30.6,25, 16.1,25, 15.8,25, 19.8,26,  6.0,25,  6.8,26,  6.0,25, 5.7,26, 22.8,25, 36.0,26, 86.4,26,  5.5,26,  7.0,26, 3.2,26, 8.0,26, 5.6,26,1015.9,25,""
 -32.5500, 150.0000,2006-02-06,    0.0,25, 34.5,25, 15.6,25, 18.3,25, 23.6,26,  7.7,25,  8.0,26,  7.7,25, 7.1,26, 27.2,25, 33.5,26,100.0,26,  6.5,26,  8.2,26, 4.9,26, 9.0,26, 7.0,26,1012.3,25,""
 -32.5500, 150.0000,2006-02-07,    0.0,25, 22.1,25, 17.0,25, 15.4,25,  9.2,26,  6.6,25,  5.2,26,  6.6,25, 5.2,26, 22.0,25, 57.9,26, 79.5,26,  4.3,26,  5.1,26, 4.0,26, 6.1,26, 5.0,26,1014.7,25,""
 -32.5500, 150.0000,2006-02-08,    0.0,25, 29.5,25, 11.9,25, 11.4,25, 20.5,26,  6.5,25,  7.8,26,  6.5,25, 6.8,26, 29.1,25, 27.7,26, 81.9,26,  6.2,26,  8.0,26, 4.0,26, 9.3,26, 6.7,26,1019.5,25,""
 -32.5500, 150.0000,2006-02-09,    0.1,25, 33.3,25, 13.7,25, 17.1,25, 21.6,26,  8.4,25,  7.2,26,  8.4,25, 5.7,26, 22.5,25, 33.4,26,100.0,26,  5.6,26,  7.2,26, 3.6,26, 7.7,26, 5.6,26,1011.6,25,""
 -32.5500, 150.0000,2006-02-10,    0.0,25, 28.3,25,  9.7,25,  8.6,25, 20.6,26,  6.4,25,  7.9,26,  6.4,25, 6.7,26, 29.9,25, 22.4,26, 71.5,26,  6.3,26,  8.2,26, 3.5,26, 9.7,26, 6.6,26,1011.2,25,""
 -32.5500, 150.0000,2006-02-11,    0.0,25, 30.1,25, 11.4,25, 14.2,25, 18.3,26,  7.5,25,  7.5,26,  7.5,25, 6.8,26, 28.3,25, 33.3,26,100.0,26,  5.9,26,  7.4,26, 4.9,26, 8.3,26, 6.6,26,1012.3,25,""
 -32.5500, 150.0000,2006-02-12,    0.0,25, 32.9,25, 16.4,25, 18.4,25, 21.1,26,  7.6,25,  7.5,26,  7.6,25, 6.8,26, 26.0,25, 36.8,26, 98.7,26,  6.1,26,  7.5,26, 4.7,26, 8.6,26, 6.6,26,1013.9,25,""
 -32.5500, 150.0000,2006-02-13,    0.0,25, 32.7,25, 12.5,25, 10.4,25, 26.6,26,  7.7,25,  8.6,26,  7.7,25, 6.8,26, 28.2,25, 21.0,26, 71.8,26,  6.8,26,  8.9,26, 2.8,26,10.4,26, 6.6,26,1012.5,25,""
 -32.5500, 150.0000,2006-02-14,    0.0,25, 28.5,25, 16.2,25, 17.5,25, 15.0,26,  5.3,25,  6.1,26,  5.3,25, 5.6,26, 22.5,25, 45.0,26, 95.1,26,  4.9,26,  6.1,26, 4.0,26, 6.9,26, 5.5,26,1017.4,25,""
 -32.5500, 150.0000,2006-02-15,    0.0,25, 29.5,25, 17.6,25, 19.1,25, 15.6,26,  4.0,25,  5.4,26,  4.0,25, 4.6,26, 17.3,25, 46.3,26, 95.0,26,  4.4,26,  5.5,26, 2.9,26, 6.2,26, 4.5,26,1017.5,25,""
 -32.5500, 150.0000,2006-02-16,   13.2,25, 24.0,25, 16.2,25, 19.1,25,  7.4,26,  2.8,25,  3.8,26,  2.8,25, 3.8,26, 13.3,25, 64.0,26,100.0,26,  2.9,26,  3.4,26, 3.5,26, 4.1,26, 3.8,26,1014.3,25,""
 -32.5500, 150.0000,2006-02-17,   12.8,25, 31.3,25, 14.3,25, 20.0,25, 15.8,26,  5.4,25,  6.7,26,  5.4,25, 6.5,26, 25.5,25, 43.8,26,100.0,26,  5.4,26,  6.4,26, 5.6,26, 7.0,26, 6.3,26,1012.8,25,""
 -32.5500, 150.0000,2006-02-18,    0.0,25, 34.1,25, 16.1,25, 19.5,25, 22.0,26,  6.9,25,  7.4,26,  6.9,25, 6.3,26, 24.1,25, 36.5,26,100.0,26,  5.9,26,  7.4,26, 4.4,26, 8.1,26, 6.2,26,1011.7,25,""
 -32.5500, 150.0000,2006-02-19,   13.1,25, 33.7,25, 16.6,25, 17.6,25, 23.4,26,  6.6,25,  7.5,26,  6.6,25, 6.3,26, 24.3,25, 33.6,26, 93.2,26,  6.0,26,  7.7,26, 3.7,26, 8.7,26, 6.2,26,1011.0,25,""
 -32.5500, 150.0000,2006-02-20,    0.0,25, 29.8,25, 18.5,25, 21.1,25, 14.5,26,  4.8,25,  6.0,26,  4.8,25, 5.8,26, 22.1,25, 50.3,26, 99.1,26,  4.9,26,  5.9,26, 4.6,26, 6.8,26, 5.7,26,1014.3,25,""
 -32.5500, 150.0000,2006-02-21,    0.0,25, 28.7,25, 18.0,25, 19.0,25, 14.7,26,  6.1,25,  5.9,26,  6.1,25, 5.5,26, 21.7,25, 48.3,26, 92.1,26,  4.8,26,  5.9,26, 4.0,26, 6.8,26, 5.4,26,1018.1,25,""
 -32.5500, 150.0000,2006-02-22,    0.6,25, 29.0,25, 13.7,25, 17.3,25, 14.7,26,  6.5,25,  6.4,26,  6.5,25, 5.9,26, 24.3,25, 43.2,26,100.0,26,  5.0,26,  6.1,26, 4.7,26, 6.8,26, 5.8,26,1019.9,25,""
 -32.5500, 150.0000,2006-02-23,    0.0,25, 26.2,25, 15.6,25, 17.6,25, 11.4,26,  5.4,25,  5.2,26,  5.4,25, 4.7,26, 19.5,25, 51.8,26, 99.4,26,  4.1,26,  4.9,26, 3.6,26, 5.6,26, 4.6,26,1020.8,25,""
 -32.5500, 150.0000,2006-02-24,    0.0,25, 28.6,25, 15.2,25, 17.8,25, 14.3,26,  6.5,25,  6.3,26,  6.5,25, 6.0,26, 24.4,25, 45.5,26,100.0,26,  5.0,26,  6.1,26, 4.8,26, 6.9,26, 5.9,26,1020.6,25,""
 -32.5500, 150.0000,2006-02-25,    0.0,25, 30.1,25, 13.6,25, 16.3,25, 17.3,26,  5.9,25,  6.3,26,  5.9,25, 5.2,26, 21.3,25, 38.2,26,100.0,26,  4.9,26,  6.2,26, 3.3,26, 6.8,26, 5.1,26,1016.7,25,""
 -32.5500, 150.0000,2006-02-26,    0.0,25, 28.2,25, 16.3,25, 16.7,25, 15.4,26,  3.8,25,  4.5,26,  3.8,25, 3.0,26, 10.6,25, 43.7,26, 90.2,26,  3.5,26,  4.7,26, 0.8,26, 5.1,26, 3.0,26,1013.4,25,""
 -32.5500, 150.0000,2006-02-27,    8.4,25, 23.1,25, 15.6,25, 16.1,25,  9.1,26,  3.9,25,  3.9,26,  3.9,25, 3.1,26, 12.9,25, 57.0,26, 90.9,26,  3.0,26,  3.8,26, 2.0,26, 4.2,26, 3.1,26,1020.3,25,""
 -32.5500, 150.0000,2006-02-28,    0.1,25, 25.2,25, 14.6,25, 15.1,25, 12.2,26,  4.2,25,  4.9,26,  4.2,25, 4.0,26, 16.9,25, 47.1,26, 90.9,26,  3.8,26,  4.8,26, 2.3,26, 5.5,26, 3.9,26,1021.9,25,""
 -32.5500, 150.0000,2006-03-01,    1.4,25, 22.8,25, 15.5,25, 17.5,25,  7.3,26,  3.7,25,  3.1,26,  3.7,25, 3.3,26, 11.4,25, 63.1,26, 99.4,26,  2.6,26,  3.2,26, 2.7,26, 3.8,26, 3.3,26,1023.4,25,""
 -32.5500, 150.0000,2006-03-02,    1.5,25, 21.2,25, 16.0,25, 16.7,25,  6.5,26,  3.6,25,  2.7,26,  3.6,25, 2.7,26,  9.4,25, 66.4,26, 91.9,26,  2.3,26,  2.9,26, 2.0,26, 3.4,26, 2.7,26,1025.1,25,""
 -32.5500, 150.0000,2006-03-03,    0.0,25, 22.0,25, 15.7,25, 15.7,25,  8.3,26,  4.4,25,  2.7,26,  4.4,25, 2.2,26,  7.1,25, 59.4,26, 88.1,26,  2.3,26,  3.0,26, 1.0,26, 3.5,26, 2.2,26,1021.9,25,""
 -32.5500, 150.0000,2006-03-04,    0.1,25, 23.9,25, 15.6,25, 15.9,25, 10.2,26,  4.2,25,  3.5,26,  4.2,25, 2.9,26, 11.6,25, 53.6,26, 89.8,26,  3.0,26,  3.9,26, 1.4,26, 4.3,26, 2.9,26,1021.7,25,""
 -32.5500, 150.0000,2006-03-05,    0.0,25, 25.6,25, 14.9,25, 15.5,25, 12.5,26,  4.8,25,  4.8,26,  4.8,25, 4.5,26, 19.3,25, 47.2,26, 91.5,26,  4.1,26,  5.1,26, 2.9,26, 5.9,26, 4.4,26,1019.5,25,""
 -32.5500, 150.0000,2006-03-06,    0.0,25, 30.1,25, 11.6,25, 15.2,25, 17.4,26,  6.3,25,  6.3,26,  6.3,25, 5.8,26, 24.5,25, 35.6,26,100.0,26,  5.2,26,  6.6,26, 4.1,26, 7.2,26, 5.7,26,1011.1,25,""
 -32.5500, 150.0000,2006-03-07,    0.0,25, 30.1,25, 11.6,25, 11.4,25, 21.2,26,  8.0,25,  6.9,26,  8.0,25, 5.8,26, 25.3,25, 26.7,26, 83.5,26,  5.6,26,  7.4,26, 2.8,26, 8.6,26, 5.7,26,1010.8,25,""
 -32.5500, 150.0000,2006-03-08,    0.0,25, 27.8,25, 10.4,25, 16.2,25, 12.7,26,  5.7,25,  5.6,26,  5.7,25, 5.6,26, 24.4,25, 43.4,26,100.0,26,  4.5,26,  5.5,26, 5.0,26, 6.0,26, 5.5,26,1017.0,25,""
 -32.5500, 150.0000,2006-03-09,    0.0,25, 30.2,25, 12.8,25, 16.7,25, 16.6,26,  5.2,25,  5.5,26,  5.2,25, 4.6,26, 19.1,25, 38.9,26,100.0,26,  4.5,26,  5.7,26, 2.9,26, 6.1,26, 4.5,26,1019.6,25,""
 -32.5500, 150.0000,2006-03-10,    0.0,25, 32.6,25, 13.6,25, 14.2,25, 23.3,26,  5.4,25,  7.1,26,  5.4,25, 5.8,26, 23.9,25, 28.9,26, 91.2,26,  5.7,26,  7.5,26, 2.9,26, 8.5,26, 5.7,26,1018.5,25,""
 -32.5500, 150.0000,2006-03-11,    0.0,25, 31.2,25, 14.8,25, 19.2,25, 16.7,26,  5.4,25,  5.9,26,  5.4,25, 5.4,26, 22.0,25, 42.3,26,100.0,26,  4.8,26,  6.0,26, 4.2,26, 6.6,26, 5.4,26,1019.4,25,""
 -32.5500, 150.0000,2006-03-12,    0.0,25, 32.2,25, 16.4,25, 19.6,25, 18.7,26,  6.0,25,  6.2,26,  6.0,25, 5.7,26, 22.4,25, 40.8,26,100.0,26,  5.1,26,  6.4,26, 4.0,26, 7.2,26, 5.6,26,1020.4,25,""
 -32.5500, 150.0000,2006-03-13,    0.0,25, 30.7,25, 17.4,25, 15.0,25, 21.4,26,  4.9,25,  5.8,26,  4.9,25, 4.4,26, 17.4,25, 34.0,26, 75.5,26,  4.8,26,  6.4,26, 1.1,26, 7.6,26, 4.3,26,1019.2,25,""
 -32.5500, 150.0000,2006-03-14,    0.0,25, 30.8,25, 19.2,25, 16.2,25, 21.4,26,  5.4,25,  5.6,26,  5.4,25, 4.2,26, 16.0,25, 36.5,26, 72.8,26,  4.6,26,  6.2,26, 0.9,26, 7.5,26, 4.2,26,1018.7,25,""
 -32.5500, 150.0000,2006-03-15,    0.0,25, 28.7,25, 18.2,25, 20.4,25, 13.4,26,  4.8,25,  4.5,26,  4.8,25, 4.1,26, 15.6,25, 51.8,26, 97.7,26,  3.7,26,  4.7,26, 2.7,26, 5.3,26, 4.0,26,1017.2,25,""
 -32.5500, 150.0000,2006-03-16,    1.7,25, 29.8,25, 17.1,25, 15.3,25, 19.6,26,  6.0,25,  5.7,26,  6.0,25, 4.5,26, 18.4,25, 36.5,26, 78.5,26,  4.7,26,  6.2,26, 1.6,26, 7.3,26, 4.5,26,1011.5,25,""
 -32.5500, 150.0000,2006-03-17,    0.0,25, 28.9,25, 12.0,25, 12.7,25, 18.4,26,  6.0,25,  6.2,26,  6.0,25, 5.1,26, 22.7,25, 31.9,26, 90.6,26,  4.9,26,  6.5,26, 2.6,26, 7.5,26, 5.1,26,1011.7,25,""
 -32.5500, 150.0000,2006-03-18,    0.0,25, 25.6,25, 14.1,25, 16.5,25, 11.1,26,  3.2,25,  3.7,26,  3.2,25, 2.9,26, 12.1,25, 50.3,26,100.0,26,  3.0,26,  3.9,26, 1.6,26, 4.1,26, 2.9,26,1015.8,25,""
 -32.5500, 150.0000,2006-03-19,    0.0,25, 31.2,25, 16.8,25, 19.0,25, 17.9,26,  5.4,25,  5.8,26,  5.4,25, 5.3,26, 21.0,25, 41.8,26, 99.4,26,  4.8,26,  6.0,26, 3.5,26, 6.9,26, 5.2,26,1018.0,25,""
 -32.5500, 150.0000,2006-03-20,    0.0,25, 22.9,25, 14.7,25, 14.9,25,  9.7,26,  4.7,25,  4.0,26,  4.7,25, 3.6,26, 16.4,25, 53.4,26, 89.1,26,  3.3,26,  4.2,26, 2.3,26, 4.8,26, 3.6,26,1023.4,25,""
 -32.5500, 150.0000,2006-03-21,    0.0,25, 22.7,25, 12.6,25, 14.1,25,  9.5,26,  4.9,25,  4.2,26,  4.9,25, 3.8,26, 17.9,25, 51.1,26, 96.7,26,  3.4,26,  4.2,26, 2.7,26, 4.8,26, 3.8,26,1023.2,25,""
 -32.5500, 150.0000,2006-03-22,    0.0,25, 21.0,25, 12.4,25, 13.9,25,  7.9,26,  3.0,25,  2.7,26,  3.0,25, 2.2,26,  7.8,25, 55.9,26, 96.6,26,  2.2,26,  2.9,26, 1.1,26, 3.2,26, 2.2,26,1021.1,25,""
 -32.5500, 150.0000,2006-03-23,    0.0,25, 24.6,25, 12.8,25, 15.0,25, 10.9,26,  4.5,25,  4.2,26,  4.5,25, 3.5,26, 15.9,25, 48.5,26,100.0,26,  3.3,26,  4.2,26, 2.2,26, 4.7,26, 3.4,26,1020.3,25,""
 -32.5500, 150.0000,2006-03-24,    0.0,25, 23.5,25, 12.1,25, 15.2,25,  9.1,26,  4.5,25,  4.2,26,  4.5,25, 3.8,26, 17.9,25, 52.5,26,100.0,26,  3.3,26,  4.0,26, 3.1,26, 4.5,26, 3.8,26,1020.6,25,""
 -32.5500, 150.0000,2006-03-25,    0.2,25, 21.7,25, 11.8,25, 13.7,25,  8.6,26,  4.5,25,  4.1,26,  4.5,25, 3.7,26, 18.1,25, 52.8,26, 99.0,26,  3.2,26,  3.9,26, 2.8,26, 4.6,26, 3.7,26,1020.8,25,""
 -32.5500, 150.0000,2006-03-26,    0.0,25, 25.6,25,  7.5,25, 12.6,25, 12.4,26,  4.2,25,  5.2,26,  4.2,25, 4.4,26, 21.3,25, 38.4,26,100.0,26,  3.9,26,  5.0,26, 3.3,26, 5.4,26, 4.3,26,1019.0,25,""
