latitude,longitude,YYYY-MM-DD,daily_rain,daily_rain_source,max_temp,max_temp_source,min_temp,min_temp_source,vp,vp_source,vp_deficit,vp_deficit_source,evap_pan,evap_pan_source,evap_syn,evap_syn_source,evap_comb,evap_comb_source,evap_morton_lake,evap_morton_lake_source,radiation,radiation_source,rh_tmax,rh_tmax_source,rh_tmin,rh_tmin_source,et_short_crop,et_short_crop_source,et_tall_crop,et_tall_crop_source,et_morton_actual,et_morton_actual_source,et_morton_potential,et_morton_potential_source,et_morton_wet,et_morton_wet_source,mslp,mslp_source,metadata
 -32.5500, 150.0000,1991-02-25,    0.0,25, 31.8,25, 14.0,25, 15.2,25, 21.2,26,  6.7,25,  7.6,26,  6.7,25, 6.6,26, 26.8,25, 32.3,26, 95.1,26,  6.0,26,  7.6,26, 4.2,26, 8.7,26, 6.5,26,1021.6,25,""
 -32.5500, 150.0000,1991-02-26,    0.0,25, 35.1,25, 14.5,25, 12.4,25, 29.9,26,  7.8,25,  8.9,26,  7.8,25, 6.8,26, 27.0,25, 21.9,26, 75.1,26,  6.8,26,  9.1,26, 2.7,26,10.6,26, 6.6,26,1019.2,25,""
 -32.5500, 150.0000,1991-02-27,    0.0,25, 28.3,25, 17.4,25, 17.7,25, 15.1,26,  6.9,25,  5.4,26,  6.9,25, 4.6,26, 18.0,25, 46.0,26, 89.1,26,  4.3,26,  5.5,26, 2.7,26, 6.3,26, 4.5,26,1018.5,25,""
 -32.5500, 150.0000,1991-02-28,    0.3,25, 27.3,25, 15.4,25, 13.1,25, 17.3,26,  5.1,25,  5.4,26,  5.1,25, 3.9,26, 15.9,25, 36.1,26, 74.9,26,  4.3,26,  5.8,26, 0.9,26, 6.7,26, 3.8,26,1016.4,25,""
 -32.5500, 150.0000,1991-03-01,    0.0,25, 28.2,25, 12.7,25, 13.2,25, 17.2,26,  8.0,25,  6.1,26,  8.0,25, 5.5,26, 23.9,25, 34.5,26, 89.9,26,  5.1,26,  6.6,26, 3.2,26, 7.6,26, 5.4,26,1010.7,25,""
 -32.5500, 150.0000,1991-03-02,    0.0,25, 22.9,25, 10.6,25,  8.9,25, 14.2,26,  6.4,25,  5.7,26,  6.4,25, 5.2,26, 24.6,25, 31.9,26, 69.7,26,  4.8,26,  6.2,26, 2.6,26, 7.6,26, 5.1,26,1019.6,25,""
 -32.5500, 150.0000,1991-03-03,    0.0,25, 25.3,25, 10.8,25, 10.5,25, 15.4,26,  6.1,25,  6.0,26,  6.1,25, 5.5,26, 25.2,25, 32.6,26, 81.1,26,  5.0,26,  6.4,26, 3.1,26, 7.6,26, 5.4,26,1023.9,25,""
 -32.5500, 150.0000,1991-03-04,    0.0,25, 29.3,25, 10.7,25, 13.1,25, 17.9,26,  6.7,25,  6.6,26,  6.7,25, 6.0,26, 25.9,25, 32.1,26,100.0,26,  5.4,26,  6.9,26, 3.9,26, 7.8,26, 5.9,26,1022.0,25,""
 -32.5500, 150.0000,1991-03-05,    0.0,25, 32.5,25, 12.0,25, 11.7,25, 24.7,26,  7.3,25,  7.5,26,  7.3,25, 6.0,26, 25.3,25, 23.9,26, 83.5,26,  6.0,26,  8.1,26, 2.5,26, 9.2,26, 5.9,26,1019.6,25,""
 -32.5500, 150.0000,1991-03-06,    0.0,25, 32.7,25, 13.8,25, 14.8,25, 22.9,26,  8.0,25,  7.0,26,  8.0,25, 5.8,26, 23.7,25, 29.9,26, 93.9,26,  5.7,26,  7.5,26, 3.0,26, 8.4,26, 5.7,26,1018.9,25,""
 -32.5500, 150.0000,1991-03-07,    0.0,25, 31.5,25, 15.0,25, 15.0,25, 21.4,26,  7.5,25,  6.7,26,  7.5,25, 5.7,26, 23.5,25, 32.5,26, 88.0,26,  5.5,26,  7.2,26, 3.0,26, 8.3,26, 5.6,26,1020.2,25,""
 -32.5500, 150.0000,1991-03-08,    0.0,25, 31.8,25, 14.4,25, 14.3,25, 22.3,26,  8.4,25,  7.0,26,  8.4,25, 6.1,26, 25.1,25, 30.4,26, 87.2,26,  5.8,26,  7.5,26, 3.3,26, 8.7,26, 6.0,26,1019.1,25,""
 -32.5500, 150.0000,1991-03-09,    0.0,25, 30.3,25, 14.1,25, 14.1,25, 20.0,26,  7.6,25,  6.5,26,  7.6,25, 5.6,26, 23.5,25, 32.7,26, 87.7,26,  5.3,26,  6.9,26, 3.0,26, 8.0,26, 5.5,26,1016.8,25,""
 -32.5500, 150.0000,1991-03-10,    0.0,25, 29.4,25, 15.5,25, 12.5,25, 21.0,26,  6.8,25,  6.1,26,  6.8,25, 4.8,26, 20.1,25, 30.5,26, 71.0,26,  5.1,26,  6.8,26, 1.3,26, 8.1,26, 4.7,26,1015.7,25,""
 -32.5500, 150.0000,1991-03-11,    2.4,25, 30.0,25, 13.8,25, 16.9,25, 16.6,26,  6.8,25,  5.6,26,  6.8,25, 4.8,26, 20.1,25, 39.8,26,100.0,26,  4.6,26,  5.8,26, 3.1,26, 6.4,26, 4.7,26,1012.7,25,""
 -32.5500, 150.0000,1991-03-12,    0.0,25, 26.2,25,  9.3,25, 13.4,25, 13.0,26,  6.7,25,  5.4,26,  6.7,25, 4.9,26, 22.5,25, 39.4,26,100.0,26,  4.3,26,  5.4,26, 3.7,26, 5.9,26, 4.8,26,1014.5,25,""
 -32.5500, 150.0000,1991-03-13,    0.0,25, 26.0,25, 10.8,25, 12.4,25, 14.4,26,  5.3,25,  5.4,26,  5.3,25, 4.6,26, 21.0,25, 36.9,26, 95.8,26,  4.3,26,  5.6,26, 2.6,26, 6.3,26, 4.5,26,1019.8,25,""
 -32.5500, 150.0000,1991-03-14,    0.0,25, 27.5,25, 12.5,25, 14.1,25, 15.3,26,  5.7,25,  5.5,26,  5.7,25, 4.7,26, 21.0,25, 38.4,26, 97.3,26,  4.5,26,  5.7,26, 2.9,26, 6.5,26, 4.7,26,1021.4,25,""
 -32.5500, 150.0000,1991-03-15,    0.0,25, 24.2,25, 12.3,25, 13.7,25, 11.5,26,  3.6,25,  4.4,26,  3.6,25, 3.8,26, 17.2,25, 45.4,26, 95.8,26,  3.6,26,  4.6,26, 2.3,26, 5.2,26, 3.7,26,1020.3,25,""
 -32.5500, 150.0000,1991-03-16,    0.6,25, 28.4,25, 10.2,25, 14.6,25, 15.0,26,  5.5,25,  5.6,26,  5.5,25, 4.8,26, 21.4,25, 37.7,26,100.0,26,  4.4,26,  5.7,26, 3.4,26, 6.0,26, 4.7,26,1017.9,25,""
 -32.5500, 150.0000,1991-03-17,    0.0,25, 30.3,25, 10.2,25, 14.0,25, 18.2,26,  6.6,25,  6.4,26,  6.6,25, 5.3,26, 23.4,25, 32.4,26,100.0,26,  5.0,26,  6.5,26, 3.4,26, 7.1,26, 5.3,26,1018.2,25,""
 -32.5500, 150.0000,1991-03-18,    0.0,25, 32.2,25, 10.1,25, 14.1,25, 20.9,26,  6.4,25,  6.8,26,  6.4,25, 5.3,26, 23.0,25, 29.3,26,100.0,26,  5.3,26,  7.0,26, 3.1,26, 7.4,26, 5.2,26,1019.1,25,""
 -32.5500, 150.0000,1991-03-19,    0.0,25, 32.6,25, 12.4,25, 11.0,25, 25.8,26,  7.1,25,  6.7,26,  7.1,25, 4.2,26, 18.0,25, 22.4,26, 76.4,26,  5.2,26,  7.4,26, 0.3,26, 8.0,26, 4.2,26,1014.6,25,""
 -32.5500, 150.0000,1991-03-20,    0.3,25, 29.9,25, 15.0,25, 15.0,25, 19.0,26,  6.9,25,  6.0,26,  6.9,25, 5.0,26, 21.3,25, 35.6,26, 88.0,26,  4.9,26,  6.3,26, 2.5,26, 7.4,26, 5.0,26,1012.9,25,""
 -32.5500, 150.0000,1991-03-21,    0.0,25, 28.2,25, 11.6,25, 16.0,25, 13.9,26,  6.2,25,  5.4,26,  6.2,25, 4.9,26, 21.7,25, 41.8,26,100.0,26,  4.3,26,  5.4,26, 3.8,26, 5.9,26, 4.8,26,1013.5,25,""
 -32.5500, 150.0000,1991-03-22,    0.0,25, 21.7,25,  7.1,25,  7.9,25, 12.8,26,  8.3,25,  5.3,26,  8.3,25, 4.5,26, 23.0,25, 30.4,26, 78.4,26,  4.1,26,  5.4,26, 2.2,26, 6.6,26, 4.4,26,1014.4,25,""
 -32.5500, 150.0000,1991-03-23,    0.0,25, 24.2,25,  6.7,25,  7.6,25, 15.5,26,  4.6,25,  5.8,26,  4.6,25, 4.6,26, 23.0,25, 25.2,26, 77.5,26,  4.5,26,  6.1,26, 1.8,26, 7.2,26, 4.5,26,1019.4,25,""
 -32.5500, 150.0000,1991-03-24,    0.0,25, 24.7,25,  8.7,25, 11.2,25, 13.2,26,  4.2,25,  5.1,26,  4.2,25, 4.1,26, 20.2,25, 36.0,26, 99.6,26,  4.0,26,  5.2,26, 2.3,26, 5.8,26, 4.1,26,1021.0,25,""
 -32.5500, 150.0000,1991-03-25,    0.0,25, 26.0,25,  7.4,25, 11.9,25, 13.5,26,  6.1,25,  5.5,26,  6.1,25, 4.7,26, 22.6,25, 35.4,26,100.0,26,  4.2,26,  5.4,26, 3.3,26, 6.0,26, 4.7,26,1016.4,25,""
 -32.5500, 150.0000,1991-03-26,    0.0,25, 29.5,25,  7.6,25,  8.6,25, 21.3,26,  7.0,25,  6.7,26,  7.0,25, 4.8,26, 22.7,25, 20.9,26, 82.4,26,  5.1,26,  7.1,26, 1.4,26, 8.1,26, 4.7,26,1013.1,25,""
 -32.5500, 150.0000,1991-03-27,    0.0,25, 26.0,25, 11.6,25,  7.8,25, 19.3,26,  6.7,25,  6.0,26,  6.7,25, 4.5,26, 21.3,25, 23.2,26, 57.1,26,  4.7,26,  6.6,26, 0.6,26, 8.2,26, 4.4,26,1016.0,25,""
 -32.5500, 150.0000,1991-03-28,    0.0,25, 27.7,25,  7.5,25, 11.6,25, 15.9,26,  5.3,25,  5.8,26,  5.3,25, 4.5,26, 21.6,25, 31.2,26,100.0,26,  4.4,26,  5.8,26, 2.6,26, 6.3,26, 4.5,26,1020.5,25,""
 -32.5500, 150.0000,1991-03-29,    1.1,25, 26.2,25, 12.2,25, 14.4,25, 13.2,26,  4.8,25,  3.9,26,  4.8,25, 2.4,26, 10.3,25, 42.3,26,100.0,26,  3.0,26,  4.1,26, 0.6,26, 4.2,26, 2.4,26,1022.2,25,""
 -32.5500, 150.0000,1991-03-30,   11.7,25, 18.5,25, 14.9,25, 16.4,25,  3.7,26,  1.7,25,  1.8,26,  1.7,25, 1.5,26,  5.2,25, 77.0,26, 96.9,26,  1.4,26,  1.7,26, 1.2,26, 1.8,26, 1.5,26,1013.8,25,""
 -32.5500, 150.0000,1991-03-31,    2.6,25, 21.8,25, 10.3,25, 14.4,25,  7.5,26,  3.8,25,  3.3,26,  3.8,25, 2.5,26, 12.3,25, 55.2,26,100.0,26,  2.4,26,  3.0,26, 1.9,26, 3.1,26, 2.5,26,1010.6,25,""
 -32.5500, 150.0000,1991-04-01,    0.2,25, 24.6,25, 11.7,25, 13.0,25, 12.4,26,  4.7,25,  3.9,26,  4.7,25, 3.9,26, 18.6,25, 42.0,26, 94.6,26,  3.7,26,  4.7,26, 2.2,26, 5.5,26, 3.8,26,1010.6,25,""
 -32.5500, 150.0000,1991-04-02,    0.1,25, 22.3,25,  9.8,25,  9.9,25, 12.3,26,  4.7,25,  4.1,26,  4.7,25, 4.1,26, 20.7,25, 36.8,26, 81.8,26,  3.8,26,  5.0,26, 2.0,26, 6.1,26, 4.1,26,1020.0,25,""
 -32.5500, 150.0000,1991-04-03,    0.0,25, 23.5,25,  8.8,25, 11.8,25, 11.3,26,  4.3,25,  4.0,26,  4.3,25, 4.2,26, 20.9,25, 40.8,26,100.0,26,  3.6,26,  4.7,26, 2.9,26, 5.4,26, 4.2,26,1027.3,25,""
 -32.5500, 150.0000,1991-04-04,    0.0,25, 26.2,25,  8.3,25, 11.7,25, 14.3,26,  4.8,25,  4.5,26,  4.8,25, 4.3,26, 20.8,25, 34.4,26,100.0,26,  4.0,26,  5.3,26, 2.5,26, 6.0,26, 4.2,26,1026.0,25,""
 -32.5500, 150.0000,1991-04-05,    0.0,25, 27.8,25,  7.0,25,  9.5,25, 17.9,26,  4.4,25,  5.0,26,  4.4,25, 4.2,26, 20.5,25, 25.4,26, 94.9,26,  4.4,26,  6.1,26, 1.4,26, 6.8,26, 4.1,26,1023.6,25,""
 -32.5500, 150.0000,1991-04-06,    0.0,25, 28.6,25,  9.7,25, 13.1,25, 16.5,26,  5.5,25,  4.8,26,  5.5,25, 4.4,26, 20.3,25, 33.5,26,100.0,26,  4.2,26,  5.6,26, 2.4,26, 6.2,26, 4.3,26,1024.7,25,""
 -32.5500, 150.0000,1991-04-07,    0.0,25, 28.2,25,  8.1,25,  8.8,25, 19.6,26,  5.2,25,  4.9,26,  5.2,25, 3.6,26, 17.7,25, 23.0,26, 81.5,26,  4.4,26,  6.2,26, 0.3,26, 6.8,26, 3.5,26,1022.1,25,""
 -32.5500, 150.0000,1991-04-08,    0.0,25, 21.6,25, 12.0,25, 11.8,25, 10.4,26,  4.6,25,  3.2,26,  4.6,25, 2.7,26, 13.6,25, 45.8,26, 84.2,26,  2.9,26,  3.9,26, 0.9,26, 4.5,26, 2.7,26,1027.4,25,""
 -32.5500, 150.0000,1991-04-09,    0.0,25, 22.4,25,  9.0,25, 10.5,25, 11.5,26,  4.7,25,  3.7,26,  4.7,25, 3.3,26, 17.3,25, 38.8,26, 91.5,26,  3.3,26,  4.4,26, 1.5,26, 5.1,26, 3.3,26,1028.7,25,""
 -32.5500, 150.0000,1991-04-10,    0.0,25, 21.8,25,  9.1,25, 12.2,25,  9.3,26,  4.4,25,  3.4,26,  4.4,25, 3.3,26, 17.4,25, 46.7,26,100.0,26,  3.0,26,  3.8,26, 2.3,26, 4.3,26, 3.3,26,1027.0,25,""
 -32.5500, 150.0000,1991-04-11,    0.0,25, 23.6,25,  8.5,25, 13.5,25,  9.6,26,  3.4,25,  3.6,26,  3.4,25, 3.5,26, 17.8,25, 46.4,26,100.0,26,  3.0,26,  3.8,26, 2.7,26, 4.2,26, 3.5,26,1023.5,25,""
 -32.5500, 150.0000,1991-04-12,    0.0,25, 24.1,25,  8.9,25, 12.3,25, 11.5,26,  4.1,25,  3.7,26,  4.1,25, 3.3,26, 16.8,25, 41.0,26,100.0,26,  3.2,26,  4.2,26, 1.9,26, 4.6,26, 3.3,26,1022.3,25,""
 -32.5500, 150.0000,1991-04-13,    0.0,25, 25.2,25,  7.9,25, 11.5,25, 13.2,26,  4.5,25,  4.1,26,  4.5,25, 3.6,26, 18.3,25, 35.9,26,100.0,26,  3.5,26,  4.7,26, 1.9,26, 5.2,26, 3.6,26,1022.0,25,""
 -32.5500, 150.0000,1991-04-14,    0.0,25, 22.0,25,  7.4,25,  9.6,25, 11.5,26,  2.3,25,  2.9,26,  2.3,25, 1.6,26,  8.3,25, 36.3,26, 93.3,26,  2.6,26,  3.8,26, 0.3,26, 2.9,26, 1.6,26,1017.4,25,""
 -32.5500, 150.0000,1991-04-15,    0.0,25, 21.4,25, 11.2,25, 13.3,25,  8.5,26,  3.8,25,  3.2,26,  3.8,25, 3.1,26, 16.1,25, 52.2,26,100.0,26,  2.7,26,  3.5,26, 2.1,26, 4.0,26, 3.1,26,1017.3,25,""
 -32.5500, 150.0000,1991-04-16,    0.0,25, 22.2,25,  5.5,25,  9.0,25, 11.7,26,  3.4,25,  4.0,26,  3.4,25, 3.6,26, 19.3,25, 33.6,26, 99.7,26,  3.3,26,  4.5,26, 1.8,26, 5.3,26, 3.5,26,1022.5,25,""
 -32.5500, 150.0000,1991-04-17,    0.0,25, 22.9,25,  2.9,25,  7.2,25, 13.3,26,  4.5,25,  4.2,26,  4.5,25, 3.4,26, 19.2,25, 25.8,26, 95.7,26,  3.5,26,  5.0,26, 1.2,26, 5.6,26, 3.4,26,1021.7,25,""
 -32.5500, 150.0000,1991-04-18,    0.0,25, 22.1,25,  3.8,25,  7.5,25, 12.5,26,  3.8,25,  4.0,26,  3.8,25, 3.3,26, 18.6,25, 28.2,26, 93.6,26,  3.4,26,  4.7,26, 1.1,26, 5.4,26, 3.3,26,1022.8,25,""
 -32.5500, 150.0000,1991-04-19,    0.0,25, 23.1,25,  8.7,25, 11.6,25, 11.1,26,  3.9,25,  3.6,26,  3.9,25, 3.2,26, 16.9,25, 41.1,26,100.0,26,  3.0,26,  4.1,26, 1.7,26, 4.6,26, 3.2,26,1023.9,25,""
 -32.5500, 150.0000,1991-04-20,    0.0,25, 23.4,25,  5.4,25,  9.1,25, 12.7,26,  3.4,25,  4.0,26,  3.4,25, 3.2,26, 17.8,25, 31.6,26,100.0,26,  3.3,26,  4.6,26, 1.3,26, 5.2,26, 3.2,26,1023.2,25,""
 -32.5500, 150.0000,1991-04-21,    0.0,25, 21.8,25,  7.1,25, 11.2,25,  9.6,26,  4.3,25,  2.9,26,  4.3,25, 1.9,26, 10.6,25, 42.9,26,100.0,26,  2.4,26,  3.3,26, 0.6,26, 3.2,26, 1.9,26,1019.3,25,""
 -32.5500, 150.0000,1991-04-22,    0.0,25, 20.4,25,  6.6,25,  7.9,25, 11.4,26,  4.2,25,  3.7,26,  4.2,25, 3.2,26, 17.9,25, 33.0,26, 81.1,26,  3.1,26,  4.3,26, 1.0,26, 5.3,26, 3.2,26,1020.2,25,""
 -32.5500, 150.0000,1991-04-23,    0.0,25, 22.6,25,  0.3,25,  7.0,25, 12.4,26,  3.8,25,  3.9,26,  3.8,25, 2.8,26, 16.8,25, 25.5,26,100.0,26,  3.2,26,  4.7,26, 0.8,26, 4.8,26, 2.8,26,1018.4,25,""
 -32.5500, 150.0000,1991-04-24,    0.0,25, 23.5,25,  3.9,25,  5.7,25, 15.7,26,  5.0,25,  4.2,26,  5.0,25, 2.8,26, 16.3,25, 19.7,26, 70.6,26,  3.6,26,  5.4,26, 0.2,26, 5.3,26, 2.8,26,1009.2,25,""
 -32.5500, 150.0000,1991-04-25,    0.0,25, 23.3,25,  7.9,25,  3.5,25, 19.1,26,  5.5,25,  4.6,26,  5.5,25, 2.9,26, 16.5,25, 12.2,26, 32.9,26,  3.9,26,  6.0,26, 0.0,26, 5.8,26, 2.9,26,1003.4,25,""
 -32.5500, 150.0000,1991-04-26,    0.4,25, 14.7,25,  6.7,25,  8.7,25,  6.0,26,  2.9,25,  2.2,26,  2.9,25, 1.5,26,  9.3,25, 52.0,26, 88.7,26,  1.8,26,  2.5,26, 0.5,26, 2.4,26, 1.5,26,1007.2,25,""
 -32.5500, 150.0000,1991-04-27,    0.0,25, 19.0,25,  7.2,25,  9.7,25,  8.5,26,  2.4,25,  2.8,26,  2.4,25, 2.0,26, 11.9,25, 44.2,26, 95.6,26,  2.3,26,  3.2,26, 0.6,26, 3.4,26, 2.0,26,1016.8,25,""
 -32.5500, 150.0000,1991-04-28,    0.0,25, 19.9,25,  5.3,25, 10.0,25,  8.5,26,  2.9,25,  3.2,26,  2.9,25, 2.6,26, 15.4,25, 43.1,26,100.0,26,  2.4,26,  3.3,26, 1.5,26, 3.6,26, 2.6,26,1022.9,25,""
 -32.5500, 150.0000,1991-04-29,    0.0,25, 20.3,25,  3.9,25, 10.0,25,  8.4,26,  2.6,25,  3.3,26,  2.6,25, 2.7,26, 16.2,25, 42.0,26,100.0,26,  2.4,26,  3.3,26, 1.9,26, 3.5,26, 2.7,26,1025.0,25,""
 -32.5500, 150.0000,1991-04-30,    0.0,25, 20.8,25,  4.4,25,  9.1,25,  9.9,26,  3.0,25,  3.0,26,  3.0,25, 1.9,26, 11.4,25, 37.1,26,100.0,26,  2.4,26,  3.5,26, 0.5,26, 3.2,26, 1.9,26,1023.0,25,""
 -32.5500, 150.0000,1991-05-01,    0.0,25, 21.8,25,  5.6,25,  9.8,25, 10.5,26,  3.2,25,  2.1,26,  3.2,25, 1.6,26,  9.2,25, 37.5,26,100.0,26,  2.4,26,  3.5,26, 0.4,26, 2.7,26, 1.6,26,1020.7,25,""
 -32.5500, 150.0000,1991-05-02,    9.6,25, 21.5,25,  7.6,25, 12.2,25,  8.5,26,  4.4,25,  2.4,26,  4.4,25, 2.5,26, 14.5,25, 47.6,26,100.0,26,  2.3,26,  3.1,26, 1.7,26, 3.4,26, 2.5,26,1018.2,25,""
 -32.5500, 150.0000,1991-05-03,    0.0,25, 19.2,25,  3.1,25,  9.0,25,  8.2,26,  3.1,25,  2.5,26,  3.1,25, 2.4,26, 15.1,25, 40.5,26,100.0,26,  2.3,26,  3.2,26, 1.4,26, 3.4,26, 2.4,26,1025.1,25,""
 -32.5500, 150.0000,1991-05-04,    0.0,25, 19.9,25,  5.3,25,  9.1,25,  9.4,26,  3.0,25,  2.6,26,  3.0,25, 2.8,26, 16.3,25, 39.2,26,100.0,26,  2.5,26,  3.5,26, 1.3,26, 4.2,26, 2.7,26,1028.6,25,""
 -32.5500, 150.0000,1991-05-05,    0.0,25, 21.2,25,  2.3,25,  9.6,25,  9.1,26,  2.9,25,  2.6,26,  2.9,25, 2.5,26, 15.6,25, 38.1,26,100.0,26,  2.4,26,  3.4,26, 1.6,26, 3.5,26, 2.5,26,1027.8,25,""
 -32.5500, 150.0000,1991-05-06,    0.0,25, 22.7,25,  1.2,25,  8.4,25, 11.4,26,  3.2,25,  2.8,26,  3.2,25, 2.7,26, 16.1,25, 30.5,26,100.0,26,  2.8,26,  4.1,26, 1.1,26, 4.2,26, 2.6,26,1024.9,25,""
 -32.5500, 150.0000,1991-05-07,    0.0,25, 22.1,25,  5.1,25,  8.6,25, 11.8,26,  2.8,25,  2.6,26,  2.8,25, 2.2,26, 13.2,25, 32.3,26, 98.0,26,  2.7,26,  4.0,26, 0.4,26, 3.9,26, 2.2,26,1023.5,25,""
 -32.5500, 150.0000,1991-05-08,    0.0,25, 16.6,25,  7.3,25, 10.6,25,  5.7,26,  0.5,25,  1.5,26,  0.5,25, 1.3,26,  5.9,25, 56.1,26,100.0,26,  1.5,26,  2.0,26, 0.7,26, 2.0,26, 1.3,26,1019.4,25,""
 -32.5500, 150.0000,1991-05-09,    1.5,25, 13.8,25,  6.3,25, 11.1,25,  2.8,26,  1.3,25,  1.4,26,  1.3,25, 1.3,26,  6.4,25, 70.4,26,100.0,26,  1.0,26,  1.2,26, 1.3,26, 1.3,26, 1.3,26,1021.5,25,""
 -32.5500, 150.0000,1991-05-10,    7.3,25, 12.8,25,  6.9,25,  9.8,25,  3.6,26,  1.5,25,  1.5,26,  1.5,25, 1.3,26,  7.7,25, 66.3,26, 98.6,26,  1.3,26,  1.6,26, 0.9,26, 1.7,26, 1.3,26,1024.0,25,""
 -32.5500, 150.0000,1991-05-11,    0.1,25, 15.6,25,  1.9,25,  8.4,25,  5.8,26,  2.1,25,  2.2,26,  2.1,25, 2.1,26, 14.4,25, 47.4,26,100.0,26,  1.8,26,  2.4,26, 1.5,26, 2.7,26, 2.1,26,1027.0,25,""
 -32.5500, 150.0000,1991-05-12,    0.0,25, 17.1,25,  4.5,25, 10.0,25,  5.9,26,  1.9,25,  2.1,26,  1.9,25, 2.0,26, 13.1,25, 51.3,26,100.0,26,  1.7,26,  2.3,26, 1.4,26, 2.5,26, 2.0,26,1027.6,25,""
 -32.5500, 150.0000,1991-05-13,    0.0,25, 16.0,25,  4.6,25, 10.5,25,  4.6,26,  1.7,25,  1.9,26,  1.7,25, 1.6,26, 11.2,25, 57.8,26,100.0,26,  1.4,26,  1.9,26, 1.4,26, 1.8,26, 1.6,26,1029.2,25,""
 -32.5500, 150.0000,1991-05-14,    0.0,25, 16.9,25,  6.3,25, 11.5,25,  4.7,26,  1.7,25,  1.8,26,  1.7,25, 1.5,26,  9.8,25, 59.8,26,100.0,26,  1.4,26,  1.8,26, 1.2,26, 1.7,26, 1.5,26,1029.0,25,""
 -32.5500, 150.0000,1991-05-15,    0.1,25, 15.7,25,  7.5,25, 10.6,25,  5.0,26,  1.8,25,  1.8,26,  1.8,25, 1.4,26,  9.5,25, 59.5,26,100.0,26,  1.5,26,  2.0,26, 0.8,26, 2.1,26, 1.4,26,1028.2,25,""
 -32.5500, 150.0000,1991-05-16,    0.0,25, 18.2,25,  5.4,25, 10.6,25,  6.4,26,  1.8,25,  2.2,26,  1.8,25, 2.0,26, 13.3,25, 50.7,26,100.0,26,  1.8,26,  2.4,26, 1.4,26, 2.6,26, 2.0,26,1027.4,25,""
 -32.5500, 150.0000,1991-05-17,    0.0,25, 15.7,25,  6.6,25, 10.7,25,  4.7,26,  1.4,25,  1.6,26,  1.4,25, 1.2,26,  7.4,25, 60.0,26,100.0,26,  1.3,26,  1.8,26, 0.7,26, 1.7,26, 1.2,26,1026.2,25,""
 -32.5500, 150.0000,1991-05-18,    0.0,25, 16.5,25,  8.0,25, 11.6,25,  4.8,26,  2.0,25,  1.7,26,  2.0,25, 1.4,26,  9.5,25, 61.8,26,100.0,26,  1.4,26,  1.9,26, 1.0,26, 1.9,26, 1.4,26,1027.5,25,""
 -32.5500, 150.0000,1991-05-19,    0.0,25, 17.2,25,  9.1,25, 12.1,25,  5.1,26,  2.1,25,  1.9,26,  2.1,25, 1.8,26, 11.5,25, 61.7,26,100.0,26,  1.6,26,  2.0,26, 1.3,26, 2.3,26, 1.8,26,1030.2,25,""
 -32.5500, 150.0000,1991-05-20,    0.2,25, 15.4,25,  8.6,25, 12.5,25,  3.2,26,  1.9,25,  1.2,26,  1.9,25, 1.0,26,  4.5,25, 71.5,26,100.0,26,  1.0,26,  1.2,26, 1.0,26, 1.1,26, 1.0,26,1029.2,25,""
 -32.5500, 150.0000,1991-05-21,   14.8,25, 13.8,25, 11.7,25, 14.7,25,  0.5,26,  1.0,25,  0.9,26,  1.0,25, 0.5,26,  3.3,25, 93.2,26,100.0,26,  0.6,26,  0.5,26, 0.6,26, 0.6,26, 0.6,26,1026.7,25,""
 -32.5500, 150.0000,1991-05-22,   10.8,25, 16.5,25, 10.8,25, 13.5,25,  3.6,26,  0.5,25,  1.3,26,  0.5,25, 1.3,26,  5.5,25, 72.0,26,100.0,26,  1.1,26,  1.4,26, 1.1,26, 1.5,26, 1.3,26,1024.5,25,""
 -32.5500, 150.0000,1991-05-23,    1.7,25, 16.7,25,  9.3,25, 13.7,25,  3.2,26,  0.9,25,  1.4,26,  0.9,25, 1.5,26,  6.5,25, 72.1,26,100.0,26,  1.0,26,  1.2,26, 1.5,26, 1.5,26, 1.5,26,1022.5,25,""
 -32.5500, 150.0000,1991-05-24,    2.3,25, 17.2,25, 10.7,25, 13.8,25,  3.9,26,  0.8,25,  1.4,26,  0.8,25, 1.5,26,  6.7,25, 70.4,26,100.0,26,  1.2,26,  1.5,26, 1.4,26, 1.7,26, 1.6,26,1022.2,25,""
 -32.5500, 150.0000,1991-05-25,    7.1,25, 20.1,25,  8.5,25, 13.3,25,  6.3,26,  1.5,25,  1.9,26,  1.5,25, 1.5,26,  9.8,25, 56.6,26,100.0,26,  1.6,26,  2.1,26, 1.0,26, 2.0,26, 1.5,26,1023.6,25,""
 -32.5500, 150.0000,1991-05-26,    0.0,25, 20.3,25,  8.7,25, 14.0,25,  5.9,26,  0.9,25,  1.8,26,  0.9,25, 1.4,26,  8.9,25, 58.8,26,100.0,26,  1.5,26,  1.9,26, 1.1,26, 1.7,26, 1.4,26,1023.9,25,""
 -32.5500, 150.0000,1991-05-27,    0.0,25, 19.2,25,  9.4,25, 14.2,25,  4.9,26,  1.6,25,  1.8,26,  1.6,25, 1.5,26,  9.6,25, 63.9,26,100.0,26,  1.3,26,  1.7,26, 1.3,26, 1.6,26, 1.5,26,1023.8,25,""
 -32.5500, 150.0000,1991-05-28,    0.0,25, 17.7,25,  8.7,25, 12.4,25,  5.1,26,  1.7,25,  1.6,26,  1.7,25, 1.2,26,  7.7,25, 61.3,26,100.0,26,  1.3,26,  1.8,26, 0.7,26, 1.6,26, 1.2,26,1024.8,25,""
