"Bore ID","Site ID","Pipe ID","State","Agency","Bore Depth (m)","Drilled Depth (m)","Drilled Date","Bore Purpose","Latitude","Longitude","Method Location","Reference Elevation (m AHD)","Description - Reference Elevation","Method - Reference Elevation","Time Series Reference Elevation (m AHD)","Description - Time Series Reference Elevation","Method - Time Series Reference Elevation","Land Surface Elevation","Method - Land Surface","Multi Pipe","Purpose","Status","Geology","NAF HGU Name","Screened HGU","Construction Log","Lithology Log","Hydrostratigraphy Log","Water Level","Salinity"
"GW081101.1.2","GW081101","1.2","NSW","WaterNSW",32.0,32.0,2009-09-17 00:00:00.0,"MON",-31.109775,153.011814,"GPS",,"UNK","UNK",,"UNK","UNK",,"UNK","No","Monitoring","Unknown","Unknown","Unknown","false","false","false","false","true","false"
